,title,release_date,genre_ids,vote_average,vote_count,popularity,id
1010,Captive State,2019-03-15,"[878, 28, 12, 27, 53]",5.618,1070,19.453,429471
1011,The Knight Before Christmas,2019-11-21,"[35, 10749]",6.42,1061,16.375,611207
1012,Freaks,2019-09-13,"[878, 53, 18, 9648]",6.761,1059,34.88,539892
1013,Secret Obsession,2019-07-18,"[18, 53]",5.481,1047,19.608,612152
1014,A Dog's Way Home,2019-01-11,"[18, 12, 10751]",7.358,1043,25.807,508763
1015,Red Shoes and the Seven Dwarfs,2020-09-18,"[16, 10749, 10751, 35, 14]",7.749,1028,27.35,486589
1016,The Aeronauts,2019-12-06,"[12, 18, 10749]",6.802,1028,19.369,514921
1017,Breakthrough,2019-04-18,"[18, 14]",7.634,1010,17.506,514439
1018,Polaroid,2019-10-11,"[27, 53, 9648]",6.017,969,36.91,431075
1019,The Vast of Night,2019-06-01,"[18, 9648, 878, 53]",6.563,955,16.326,565743
1020,The Report,2019-11-15,[18],7.043,953,17.756,524348
1021,The Prodigy,2019-02-08,"[27, 53]",6.144,919,17.978,532671
1022,Cats,2019-12-20,"[14, 35, 18]",4.129,909,27.531,536869
1023,Scooby-Doo! Return to Zombie Island,2019-10-01,"[14, 16, 10751, 12, 35, 9648, 27]",6.992,906,18.054,615774
1024,Rim of the World,2019-05-24,"[878, 12, 28, 35]",5.961,896,19.383,531306
1025,How to Train Your Dragon: Homecoming,2019-12-03,"[16, 14, 12, 28, 10751]",8.056,883,45.051,638507
1026,Fyre,2019-01-18,[99],6.915,884,12.007,567860
1027,Can You Keep a Secret?,2019-09-13,"[10749, 35]",6.481,857,20.327,537739
1028,Sextuplets,2019-08-16,[35],6.209,817,21.077,582570
1029,Close,2019-01-18,"[28, 12, 53]",5.821,816,15.537,460321
1030,Batman: Hush,2019-07-19,"[28, 16, 80, 9648]",7.15,812,16.804,537056
1031,Between Two Ferns: The Movie,2019-09-20,[35],5.972,808,11.206,584962
1032,The Goldfinch,2019-09-13,[18],7.18,806,19.663,472674
1033,Steven Universe: The Movie,2019-09-02,"[10770, 16, 12, 35, 14, 10402]",8.21,801,19.736,537061
1034,Missing Link,2019-04-12,"[10751, 16, 35, 12, 14]",7.0,797,18.665,458253
1035,Black and Blue,2019-10-25,"[28, 80, 18, 53]",6.765,785,25.424,578189
1036,Escape Plan: The Extractors,2019-07-02,"[28, 12, 80, 53]",5.37,785,24.187,480042
1037,Night Hunter,2019-09-06,"[18, 53]",6.514,771,74.611,441282
1038,The Informer,2020-01-10,"[18, 80, 53]",6.539,765,21.318,466081
1039,The Red Sea Diving Resort,2019-07-28,"[18, 53, 36]",6.851,763,16.022,465003
1040,Late Night,2019-06-07,"[35, 18]",6.438,751,11.957,523172
1041,Wounds,2019-01-26,"[27, 9648, 53]",4.001,751,10.909,505423
1042,Harriet,2019-11-01,"[18, 36]",7.341,732,18.948,506528
1043,The Kid Who Would Be King,2019-01-25,"[28, 12, 14, 10751]",6.159,694,19.835,454294
1044,The Vanishing,2019-01-04,"[53, 9648]",5.733,676,19.087,449459
1045,A Cinderella Story: Christmas Wish,2019-10-15,"[35, 10402, 10749, 14]",6.408,674,20.516,606117
1046,The Death & Life of John F. Donovan,2019-12-13,[18],6.896,673,11.122,291984
1047,Little,2019-04-12,"[35, 14, 10749]",6.8,669,11.536,526050
1048,The Art of Self-Defense,2019-07-12,"[35, 53]",6.566,662,12.384,480001
1049,Wonder Park,2019-03-15,"[35, 16, 12, 10751, 14]",6.5,661,28.018,400157
1050,Queen & Slim,2019-11-27,"[18, 10749, 80]",7.15,647,14.255,536743
1051,The Kitchen,2019-08-09,"[28, 80, 18]",6.16,636,20.143,487680
1052,Playing with Fire,2019-11-08,"[10751, 35]",6.692,634,23.868,554241
1053,Little Monsters,2019-10-08,"[27, 35]",6.56,629,16.109,503125
1054,Bad Education,2020-06-22,"[18, 80, 36]",6.756,626,13.14,530723
1055,Honey Boy,2019-09-28,[18],7.105,623,13.195,512263
1056,The Aftermath,2019-03-15,"[10752, 18, 10749]",6.452,619,19.227,433502
1057,"Where'd You Go, Bernadette",2019-08-16,"[35, 18]",6.64,609,13.04,405177
1058,Waves,2019-11-15,"[10749, 18]",7.395,608,16.541,533444
1059,A Hidden Life,2019-12-13,"[18, 10752, 36]",7.1,608,16.067,403300
1060,Noelle,2019-11-12,"[10751, 35, 14]",6.591,600,15.578,454467
1061,Reign of the Supermen,2019-01-13,"[878, 16, 28]",7.045,599,14.557,487672
1062,Apollo 11,2019-03-01,"[99, 36, 18]",7.849,586,11.653,549559
1063,The Sun Is Also a Star,2019-05-17,"[10749, 18]",6.974,564,11.327,508791
1064,Blinded by the Light,2019-08-14,"[18, 35]",6.944,544,10.253,534259
1065,The Intruder,2019-05-03,[53],6.1,541,15.861,524247
1066,Triple Threat,2019-03-19,"[53, 28]",6.391,532,32.511,449985
1067,The Courier,2019-11-22,"[28, 53, 12, 80]",5.967,517,28.04,611914
1068,A Christmas Prince: The Royal Baby,2019-12-05,"[10749, 10751]",6.288,514,13.794,587693
1069,Black Christmas,2019-12-13,"[27, 9648, 53]",4.583,511,11.476,551808
1070,See You Yesterday,2019-05-03,"[878, 18, 12, 80, 28]",5.589,510,10.961,582607
1071,Holiday in the Wild,2019-11-01,"[10749, 35]",6.507,509,14.015,531438
1072,Point Blank,2019-07-12,"[28, 53]",6.027,507,21.453,531503
1073,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-07,"[28, 80]",6.945,9853,65.519,495764
1074,Sonic the Hedgehog,2020-02-14,"[28, 878, 35, 10751]",7.334,9127,80.815,454626
1075,Wonder Woman 1984,2020-12-25,"[28, 12, 14]",6.46,8042,64.176,464052
1076,Bad Boys for Life,2020-01-17,"[53, 28, 80]",7.132,7682,56.08,38700
1077,Mulan,2020-03-09,"[12, 14, 18, 28]",6.888,6400,46.63,337401
1078,Onward,2020-02-29,"[10751, 16, 12, 35, 14]",7.709,5842,32.21,508439
1079,Extraction,2020-04-24,"[28, 53]",7.342,5732,56.051,545609
1080,Enola Holmes,2020-09-23,"[12, 9648, 80]",7.295,5708,25.194,497582
1081,The Invisible Man,2020-02-28,"[53, 878, 27]",7.12,5430,29.407,570670
1082,After We Collided,2020-10-23,"[10749, 18]",7.195,5157,74.446,613504
1083,The Kissing Booth 2,2020-07-24,"[35, 10749]",7.681,4859,32.151,583083
1084,Bloodshot,2020-03-13,"[28, 878, 12]",6.745,4767,39.09,338762
1085,Greenland,2020-12-18,"[28, 53, 18]",7.142,4177,51.241,524047
1086,The Old Guard,2020-07-10,"[28, 14]",7.161,3926,19.36,547016
1087,Love and Monsters,2020-10-16,"[35, 28, 12, 878]",7.326,3798,26.128,590223
1088,The Croods: A New Age,2020-11-25,"[16, 10751, 12, 14, 35]",7.498,3634,70.058,529203
1089,The Call of the Wild,2020-02-21,"[12, 10751, 18]",7.568,3515,35.786,481848
1090,Dolittle,2020-01-17,"[10751, 35, 14, 12]",6.624,3477,23.897,448119
1091,The New Mutants,2020-08-28,"[878, 27, 28, 9648, 12]",6.126,3203,46.035,340102
1092,The Devil All the Time,2020-09-11,"[80, 18, 53]",7.214,3134,20.724,499932
1093,Monster Hunter,2020-12-18,"[28, 14, 12]",6.612,3134,43.075,458576
1094,Promising Young Woman,2020-12-25,"[53, 80, 18]",7.442,2964,28.041,582014
1095,The Hunt,2020-03-13,"[28, 53, 27]",6.648,2946,36.863,514847
1096,Underwater,2020-01-10,"[27, 878, 28, 12]",6.284,2913,47.623,443791
1097,The Trial of the Chicago 7,2020-09-25,"[18, 36]",7.717,2862,18.105,556984
1098,Palm Springs,2020-07-10,"[35, 10749, 878]",7.334,2826,21.402,587792
1099,The SpongeBob Movie: Sponge on the Run,2021-03-04,"[10751, 16, 14, 12, 35]",7.497,2764,56.484,400160
1100,All the Bright Places,2020-02-28,"[10749, 18]",7.658,2748,23.007,342470
1101,Project Power,2020-08-14,"[28, 80, 878]",6.469,2703,21.592,605116
1102,Greyhound,2020-07-10,"[10752, 28, 18]",7.413,2672,66.894,516486
1103,Roald Dahl's The Witches,2020-10-22,"[10751, 35, 14]",6.374,2666,48.554,531219
1104,To All the Boys: P.S. I Still Love You,2020-02-12,"[10749, 35]",6.851,2446,26.833,565426
1105,Ava,2020-09-25,"[28, 53, 80]",5.802,2417,32.696,539885
1106,Gabriel's Inferno,2020-05-29,"[10749, 18]",8.431,2386,11.793,696374
1107,Borat Subsequent Moviefilm,2020-10-23,[35],6.469,2366,24.806,740985
1108,Sound of Metal,2020-11-20,"[18, 10402]",7.744,2359,19.819,502033
1109,Run,2020-10-08,"[53, 27, 18]",7.329,2346,22.089,546121
1110,Fantasy Island,2020-02-27,"[27, 14, 12, 9648]",5.817,2315,26.565,539537
1111,Spenser Confidential,2020-03-06,"[35, 28, 53]",6.537,2162,21.421,581600
1112,Guns Akimbo,2020-02-28,"[28, 35]",6.451,2132,27.145,457335
1113,Unhinged,2020-08-21,"[28, 53]",6.46,2095,20.761,625568
1114,Holidate,2020-10-28,"[35, 10749]",7.044,2059,26.611,615665
1115,Trolls World Tour,2020-04-10,"[10751, 16, 35, 14, 12, 10402]",7.33,2039,53.579,446893
1116,I'm Thinking of Ending Things,2020-08-28,"[18, 14, 9648, 53]",6.598,1804,21.712,500840
1117,The Midnight Sky,2020-12-11,"[878, 18]",5.751,1713,22.866,614911
1118,Life in a Year,2020-11-27,"[18, 10749]",8.284,1708,50.186,447362
1119,News of the World,2020-12-25,"[18, 37, 12]",6.971,1643,12.716,581032
1120,Honest Thief,2020-10-16,"[53, 28, 80]",6.517,1618,33.845,553604
1121,Scoob!,2020-05-15,"[16, 35, 10751, 9648]",7.085,1609,20.014,385103
1122,Artemis Fowl,2020-06-12,"[12, 14, 878, 10751, 28]",5.601,1575,27.448,475430
1123,Hubie Halloween,2020-10-07,"[35, 9648, 27]",5.94,1522,28.77,617505
1124,The Babysitter: Killer Queen,2020-09-10,"[35, 27]",6.355,1519,25.022,623491
1125,Mank,2020-11-13,"[18, 36]",6.7,1510,15.872,614560
1126,Gabriel's Inferno: Part II,2020-07-31,"[10749, 18]",8.4,1495,7.959,724089
1127,Freaky,2020-11-13,"[35, 27, 53]",6.574,1496,25.637,551804
1128,The Social Dilemma,2020-01-26,"[99, 18]",7.48,1484,22.29,656690
1129,The Half of It,2020-05-01,"[35, 10749, 18]",7.104,1437,16.505,597219
1130,Justice League Dark: Apokolips War,2020-05-05,"[16, 28, 878]",8.243,1389,27.78,618344
1131,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,"[16, 28, 14]",8.111,1330,38.032,664767
1132,Eurovision Song Contest: The Story of Fire Saga,2020-06-26,"[35, 10402]",6.427,1325,23.458,531454
1133,Gretel & Hansel,2020-01-31,"[14, 27, 9648]",5.979,1314,32.527,542224
1134,Hamilton,2020-07-03,"[36, 18]",8.213,1285,16.951,556574
1135,Over the Moon,2020-10-16,"[16, 12, 10751, 14]",7.213,1231,23.723,560050
1136,Brahms: The Boy II,2020-02-20,"[27, 9648, 53]",6.0,1192,19.286,555974
1137,Escape from Pretoria,2020-03-06,"[18, 36, 53]",7.25,1187,23.2,502425
1138,The Lodge,2020-02-07,"[18, 27, 53]",6.116,1157,14.395,474764
1139,Pieces of a Woman,2020-12-30,[18],7.04,1148,22.947,641662
1140,I Still Believe,2020-03-13,"[10402, 18, 10749]",7.608,1121,20.308,585244
1141,The Wrong Missy,2020-05-13,"[35, 10749]",6.144,1116,23.709,582596
1142,Work It,2020-08-07,"[35, 10402]",7.587,1103,14.103,612706
1143,Happiest Season,2020-11-17,"[10749, 35]",7.285,1104,21.488,520172
1144,Ma Rainey's Black Bottom,2020-11-25,"[18, 10402]",6.675,1102,11.172,615667
1145,Chemical Hearts,2020-08-21,"[18, 10749]",7.369,1080,18.619,621013
1146,Feel the Beat,2020-06-19,"[35, 10402, 18]",7.598,1071,26.925,707886
1147,My Spy,2020-06-26,"[10751, 28, 35]",6.9,1061,22.405,592834
1148,The Way Back,2020-03-06,[18],6.629,1051,15.589,529485
1149,Gabriel's Inferno: Part III,2020-11-19,"[10749, 18]",8.393,1039,17.425,761053
1150,Rebecca,2020-10-16,"[10749, 18, 9648, 53]",6.295,1039,11.94,505379
1151,The Courier,2021-03-19,"[53, 36, 18]",7.039,1030,19.317,522241
1152,Da 5 Bloods,2020-06-12,"[10752, 18]",6.519,1013,22.487,581859
1153,Clouds,2020-10-09,"[10402, 18, 10749]",8.257,976,16.343,630566
1154,The Outpost,2020-07-03,"[10752, 18, 36, 28]",6.882,964,20.963,531876
1155,The Christmas Chronicles: Part Two,2020-11-18,"[10751, 14, 12, 35]",6.478,958,22.056,654028
1156,The Turning,2020-01-24,"[27, 53]",5.774,930,18.872,492611
1157,The King of Staten Island,2020-06-12,"[35, 18]",7.009,927,17.974,579583
1158,Shadow in the Cloud,2021-01-01,"[27, 28, 10752]",5.822,895,23.525,675327
1159,Return,2020-06-10,[16],6.413,891,3.837,836466
1160,A Fall from Grace,2020-01-17,"[18, 53, 9648]",7.032,883,15.334,651070
1161,The War with Grandpa,2020-10-09,"[35, 10751]",6.409,878,23.689,425001
1162,The Willoughbys,2020-04-22,"[16, 35, 10751]",7.058,866,17.274,560044
1163,Antebellum,2020-09-18,[27],6.275,853,14.597,627290
1164,Bill & Ted Face the Music,2020-08-28,"[35, 878, 12]",5.9,851,19.306,501979
1165,Return of the Tooth Fairy,2020-06-15,[27],6.473,848,11.322,708336
1166,If Anything Happens I Love You,2020-03-07,"[18, 16]",7.717,835,12.788,713776
1167,The Banker,2020-03-06,[18],7.607,835,23.885,627725
1168,Synchronic,2020-10-23,"[878, 18, 53, 27]",6.333,836,18.153,549294
1169,Dangerous Lies,2020-04-30,[53],6.277,833,21.409,689723
1170,The Princess Switch: Switched Again,2020-11-19,"[10751, 10749, 35]",6.85,833,15.675,643882
1171,Hillbilly Elegy,2020-11-11,[18],6.744,826,19.253,592984
1172,The Rental,2020-07-24,"[27, 9648, 53]",5.5,813,19.872,587496
1173,The Last Days of American Crime,2020-06-05,"[28, 80, 53]",6.569,794,12.48,339095
1174,We Bare Bears: The Movie,2020-06-30,"[16, 12, 10751, 35, 10770]",7.8,789,24.034,677638
1175,2067,2020-10-02,"[878, 53]",5.324,780,17.361,528085
1176,Superman: Red Son,2020-02-24,"[878, 16, 28]",7.148,777,15.371,618355
1177,Fatman,2020-11-13,"[28, 35, 14]",5.533,768,14.692,602211
1178,Radioactive,2020-07-24,"[18, 10749, 36]",6.622,763,10.646,480857
1179,The Craft: Legacy,2020-10-28,"[27, 18, 14]",6.137,742,22.808,590995
1180,The Heist of the Century,2020-08-14,"[35, 53, 80]",7.8,735,31.998,609242
1181,We Can Be Heroes,2020-12-25,"[10751, 28, 14, 35]",6.07,727,42.94,615677
1182,The Empty Man,2020-10-23,"[27, 9648, 53]",6.123,708,35.374,516632
1183,Songbird,2020-12-11,"[53, 10749, 18, 9648]",6.267,698,17.116,721625
1184,You Should Have Left,2020-06-19,"[27, 53]",5.978,690,21.331,514593
1185,The Night Clerk,2020-02-21,"[53, 80, 18]",6.22,687,20.591,526007
1186,Death to 2020,2020-12-27,[35],6.514,684,11.596,773655
1187,Love Wedding Repeat,2020-04-10,"[35, 10749]",5.639,677,12.045,624808
1188,Relic,2020-07-03,"[27, 18, 9648, 53]",6.058,671,12.221,539181
1189,Swallow,2020-03-06,"[18, 53, 27]",6.655,670,9.25,586461
1190,Lost Girls,2020-01-28,"[18, 9648, 53, 36]",6.1,663,12.944,567970
1191,Rogue,2020-08-28,"[28, 12]",5.6,653,17.248,718444
1192,The Prom,2020-12-04,"[10749, 35]",6.142,646,10.422,611213
1193,The Lovebirds,2020-05-22,"[35, 28, 10749]",6.137,646,10.519,576156
1194,Alone,2020-03-01,"[53, 27]",6.32,640,21.553,509635
1195,Archive,2020-07-10,"[878, 18, 14, 53]",6.223,632,17.218,606234
1196,"Love, Guaranteed",2020-09-03,"[10749, 35]",6.405,618,12.003,644090
1197,Come Play,2020-10-30,"[27, 9648, 53]",6.424,618,14.946,571384
1198,American Murder: The Family Next Door,2020-09-30,[99],7.304,617,16.385,743601
1199,One Night in Miami...,2020-12-25,[18],7.047,610,12.02,661914
1200,On the Rocks,2020-10-02,"[18, 35]",6.123,609,17.959,575417
1201,Like a Boss,2020-01-07,[35],6.31,609,21.341,526019
1202,The Silencing,2020-07-18,"[53, 28]",6.488,608,19.797,603119
1203,Breach,2020-12-18,"[878, 28, 27]",4.236,605,18.599,651571
1204,Let Him Go,2020-11-06,"[18, 53, 80, 37]",6.833,585,14.829,596161
1205,The Wretched,2020-05-01,"[27, 9648, 53]",6.065,582,14.465,605804
1206,American Pie Presents: Girls' Rules,2020-10-06,[35],6.2,575,38.933,660982
1207,Jiu Jitsu,2020-11-20,"[28, 878, 14]",4.865,572,24.221,590706
1208,Godmothered,2020-12-04,"[10751, 14, 35]",6.794,570,18.42,662546
1209,The Rhythm Section,2020-01-31,"[28, 53]",5.52,562,19.132,466622
1210,The One and Only Ivan,2020-08-21,"[10751, 35, 18]",7.419,557,23.059,508570
1211,Miss Americana,2020-01-31,"[99, 10402]",7.942,556,20.574,653567
1212,The Secret: Dare to Dream,2020-07-31,"[18, 10749]",7.299,553,14.834,550231
1213,The Secret Garden,2020-08-14,"[10751, 14, 18]",6.353,551,21.026,521034
1214,Words on Bathroom Walls,2020-08-21,"[18, 10749]",7.847,546,17.89,523781
1215,2 Hearts,2020-10-16,"[10749, 18]",7.401,543,15.604,710356
1216,Inheritance,2020-05-22,"[18, 9648, 53]",6.254,541,19.361,602147
1217,Stargirl,2020-03-10,"[35, 18, 10749, 10751]",7.449,537,8.528,382748
1218,Ammonite,2020-11-13,"[10749, 18]",7.037,521,17.454,568467
1219,Operation Christmas Drop,2020-11-05,"[35, 10751, 10749, 10770]",6.434,519,13.859,738646
1220,The Postcard Killings,2020-03-13,"[18, 53]",6.436,518,20.396,449756
1221,Horse Girl,2020-01-27,[18],5.652,514,11.344,653601
1222,Secret Society of Second Born Royals,2020-09-25,"[28, 12, 35, 14]",6.703,511,14.249,621870
1223,Skylines,2020-10-25,"[878, 28]",5.58,510,22.408,560144
1224,Once Upon a Snowman,2020-10-23,"[16, 10751, 35, 14]",6.9,504,21.43,741074
1225,Spider-Man: No Way Home,2021-12-17,"[28, 12, 878]",7.975,18982,200.273,634649
1226,Black Widow,2021-07-09,"[28, 12, 878]",7.271,9600,70.619,497698
1227,Zack Snyder's Justice League,2021-03-18,"[28, 12, 14]",8.174,9530,115.758,791373
1228,Venom: Let There Be Carnage,2021-10-01,"[878, 28, 12]",6.812,9483,98.343,580489
1229,Godzilla vs. Kong,2021-03-31,"[28, 878, 53]",7.635,9367,124.355,399566
1230,Encanto,2021-11-24,"[16, 35, 10751, 14]",7.61,8987,110.27,568124
1231,Shang-Chi and the Legend of the Ten Rings,2021-09-03,"[28, 12, 14, 878]",7.568,8816,86.112,566525
1232,Cruella,2021-05-28,"[35, 80]",8.033,8794,61.575,337404
1233,Free Guy,2021-08-13,"[35, 12, 878]",7.522,8031,56.426,550988
1234,The Suicide Squad,2021-08-06,"[28, 35, 12]",7.54,8021,85.744,436969
1235,Eternals,2021-11-05,"[878, 28, 12]",6.895,7788,58.751,524434
1236,Don't Look Up,2021-12-10,"[35, 878, 18]",7.12,7588,32.192,646380
1237,F9,2021-06-25,"[28, 12, 80]",7.114,6852,48.475,385128
1238,Nobody,2021-03-26,"[28, 53]",7.989,6529,65.706,615457
1239,Raya and the Last Dragon,2021-03-05,"[16, 10751, 14, 28, 12]",7.871,6454,64.826,527774
1240,A Quiet Place Part II,2021-05-28,"[878, 53, 27]",7.5,5936,83.86,520763
1241,No Time to Die,2021-10-08,"[28, 12, 53]",7.389,5773,69.225,370172
1242,The Conjuring: The Devil Made Me Do It,2021-06-04,"[27, 9648, 53]",7.461,5594,86.262,423108
1243,Mortal Kombat,2021-04-23,"[28, 14, 12]",7.06,5554,38.701,460465
1244,Red Notice,2021-11-05,"[28, 35, 80]",6.778,5393,52.183,512195
1245,Jungle Cruise,2021-07-30,"[28, 12, 14]",7.399,5369,54.8,451048
1246,The Matrix Resurrections,2021-12-22,"[878, 28, 12]",6.449,5294,57.889,624860
1247,Wrath of Man,2021-05-07,"[53, 28, 80]",7.652,4871,104.675,637649
1248,Ghostbusters: Afterlife,2021-11-19,"[14, 35, 12]",7.419,4145,77.294,425909
1249,The King's Man,2021-12-22,"[28, 35, 12, 53]",6.776,4130,56.972,476669
1250,Sing 2,2021-12-22,"[16, 10751, 10402, 35]",7.888,4101,93.729,438695
1251,Old,2021-07-23,"[53, 9648, 27]",6.364,4085,32.297,631843
1252,Space Jam: A New Legacy,2021-07-16,"[10751, 16, 35, 878]",6.79,3820,43.273,379686
1253,Army of the Dead,2021-05-14,"[28, 80, 18, 27, 878, 53]",6.241,3754,37.961,503736
1254,Finch,2021-11-04,"[878, 18, 12]",7.913,3210,40.206,522402
1255,The Last Duel,2021-10-15,"[36, 18, 28]",7.451,3107,31.944,617653
1256,The Tomorrow War,2021-06-30,"[28, 878, 12]",7.562,3066,87.237,588228
1257,House of Gucci,2021-11-24,"[18, 36, 80]",6.623,2918,28.276,644495
1258,Nomadland,2021-01-29,[18],7.223,2771,17.673,581734
1259,The Mitchells vs. the Machines,2021-04-22,"[16, 12, 35]",7.915,2718,37.764,501929
1260,Nightmare Alley,2022-01-14,"[80, 53, 18]",7.0,2683,33.415,597208
1261,I Care a Lot,2021-02-19,"[35, 80, 53, 18]",6.621,2504,20.118,601666
1262,Halloween Kills,2021-10-15,"[27, 53]",6.465,2497,29.005,610253
1263,After We Fell,2021-09-30,"[10749, 18]",7.08,2443,78.517,744275
1264,The Guilty,2021-09-24,"[18, 53]",6.404,2412,15.631,567748
1265,The Boss Baby: Family Business,2021-07-02,"[16, 35, 12, 10751]",7.408,2395,60.144,459151
1266,The French Dispatch,2021-10-22,"[18, 35]",7.075,2361,25.895,542178
1267,Tom & Jerry,2021-02-26,"[35, 10751, 16]",6.817,2354,48.963,587807
1268,Don't Breathe 2,2021-08-13,"[53, 27]",7.089,2341,33.637,482373
1269,The Forever Purge,2021-07-02,"[27, 28, 53]",6.995,2330,47.056,602223
1270,Tom Clancy's Without Remorse,2021-04-29,"[12, 28, 53, 10752]",7.012,2311,38.404,567189
1271,The Little Things,2021-01-29,"[80, 18, 53]",6.334,2275,30.551,602269
1272,Resident Evil: Welcome to Raccoon City,2021-11-24,"[27, 878, 28]",5.999,2255,59.855,460458
1273,King Richard,2021-11-19,"[18, 36]",7.697,2218,25.571,614917
1274,Chaos Walking,2021-03-05,"[14, 878, 12]",6.613,2138,27.641,412656
1275,Malignant,2021-09-10,[27],6.807,2127,25.612,619778
1276,Fear Street: 1994,2021-06-28,"[9648, 27]",6.706,2119,22.988,591273
1277,Coming 2 America,2021-03-04,[35],6.446,2078,32.166,484718
1278,Hitman's Wife's Bodyguard,2021-06-16,"[28, 35, 80, 53]",6.702,2067,26.718,522931
1279,Licorice Pizza,2021-11-26,"[18, 35, 10749]",6.991,2053,33.768,718032
1280,The Unholy,2021-04-02,"[27, 9648]",6.635,2036,26.248,632357
1281,CODA,2021-08-13,"[18, 10402, 10749]",7.949,2032,43.587,776503
1282,"tick, tick... BOOM!",2021-11-12,"[18, 10402]",7.684,1926,16.056,537116
1283,Army of Thieves,2021-10-27,"[28, 53, 80, 35]",6.855,1846,34.348,796499
1284,Escape Room: Tournament of Champions,2021-07-16,"[27, 53, 9648]",6.569,1844,27.285,585216
1285,The Woman in the Window,2021-05-14,"[80, 9648, 53]",6.024,1828,14.556,520663
1286,Spiral: From the Book of Saw,2021-05-14,"[27, 80, 9648]",5.992,1825,33.915,602734
1287,To All the Boys: Always and Forever,2021-02-12,"[10749, 35, 18]",7.574,1814,28.987,614409
1288,The Kissing Booth 3,2021-08-11,"[10749, 35]",6.934,1791,29.793,727745
1289,Fear Street: 1978,2021-07-08,"[9648, 27]",7.206,1764,30.129,591274
1290,Ron's Gone Wrong,2021-10-22,"[16, 878, 10751, 35]",7.936,1717,41.994,482321
1291,The Unforgivable,2021-11-24,"[18, 80]",7.463,1714,17.568,645886
1292,Outside the Wire,2021-01-15,"[53, 28, 878]",6.382,1707,25.633,775996
1293,The Green Knight,2021-12-10,"[12, 18, 14]",6.58,1702,22.975,559907
1294,Clifford the Big Red Dog,2021-11-10,"[10751, 12, 35, 14, 16]",7.194,1650,39.106,585245
1295,Infinite,2021-06-10,"[878, 28, 53]",6.611,1632,65.139,581726
1296,Reminiscence,2021-08-20,"[9648, 878]",6.638,1627,17.67,579047
1297,The Ice Road,2021-06-25,"[28, 53]",6.873,1575,22.087,646207
1298,Fear Street: 1666,2021-07-14,"[9648, 27]",7.143,1575,13.67,591275
1299,Minari,2021-02-12,[18],7.362,1485,17.075,615643
1300,The Marksman,2021-01-15,"[28, 18, 53]",6.9,1465,38.21,634528
1301,Those Who Wish Me Dead,2021-05-14,"[53, 28]",6.68,1466,32.656,578701
1302,Boss Level,2021-03-05,"[28, 878, 53]",6.879,1448,24.732,513310
1303,Snake Eyes: G.I. Joe Origins,2021-07-23,"[28, 12]",6.512,1444,48.448,568620
1304,Candyman,2021-08-27,"[27, 9648, 53]",6.035,1443,23.063,565028
1305,West Side Story,2021-12-10,"[18, 10749, 80]",7.013,1428,17.528,511809
1306,Palmer,2021-01-28,[18],8.15,1419,31.372,458220
1307,Judas and the Black Messiah,2021-02-12,"[18, 36]",7.349,1408,18.902,583406
1308,Love Hard,2021-11-05,"[35, 10749]",6.964,1404,16.114,734265
1309,Kate,2021-09-10,[28],6.654,1373,15.018,597891
1310,Malcolm & Marie,2021-01-29,"[18, 10749]",7.058,1319,16.243,722913
1311,Fatherhood,2021-06-18,"[18, 35]",7.549,1316,23.638,607259
1312,Cinderella,2021-09-03,"[14, 10749, 35]",6.412,1300,26.404,593910
1313,He's All That,2021-08-27,"[35, 10749]",6.572,1291,28.181,347626
1314,Wish Dragon,2021-06-11,"[16, 10751, 35, 14]",7.932,1220,44.022,550205
1315,Pig,2021-07-16,"[18, 53]",6.673,1215,16.643,635731
1316,The Addams Family 2,2021-10-01,"[16, 12, 35, 10751, 14, 27]",7.005,1207,33.93,639721
1317,PAW Patrol: The Movie,2021-08-20,"[16, 10751, 12, 35]",7.419,1182,71.784,675445
1318,Cherry,2021-02-26,"[18, 80]",7.365,1181,23.97,544401
1319,Thunder Force,2021-04-09,"[28, 12, 35, 878]",5.513,1170,18.947,615678
1320,Jolt,2021-07-23,"[28, 53]",6.603,1145,28.55,617502
1321,Friends: The Reunion,2021-05-27,[99],7.887,1125,18.958,691179
1322,Sweet Girl,2021-08-18,"[28, 53, 18]",6.659,1124,27.581,619297
1323,Yes Day,2021-03-12,"[10751, 35]",6.727,1112,17.846,638597
1324,Stillwater,2021-07-30,"[18, 80, 53]",6.653,1105,34.634,616651
1325,Wrong Turn,2021-02-23,"[27, 53, 18]",5.973,1027,62.552,630586
1326,The Night House,2021-08-20,"[18, 27, 9648, 53]",6.622,1011,18.571,547565
1327,Antlers,2021-10-29,"[18, 27, 9648]",6.264,1003,19.507,516329
1328,Awake,2021-06-09,"[18, 878, 53]",5.917,999,22.141,615658
1329,The Mauritanian,2021-02-12,"[18, 53]",7.429,990,17.218,644583
1330,The Fallout,2021-03-17,[18],7.657,986,36.66,795514
1331,The Harder They Fall,2021-10-22,[37],6.651,978,19.037,618162
1332,Cry Macho,2021-09-17,"[18, 37]",5.983,931,24.576,749274
1333,The Hating Game,2021-12-10,"[18, 35, 10749]",7.41,916,60.764,603661
1334,Gunpowder Milkshake,2021-07-14,"[28, 80, 53]",6.364,910,28.621,574060
1335,The Deep House,2021-11-05,"[27, 18]",6.108,905,23.17,672582
